fingerprint,item_index,brand,title,raw_name,product_name,price,model,prompt_version
02a7a146c02cb73f3397158433843e194b894e333ce0f3632a0a75dec5c3d91c,0,全家,[商品] 全家 反烤焦糖布丁蛋糕,"：反烤焦糖布丁蛋糕 49元 任選兩件69折 34元
        
(區域型商品請註明 試吃試用品請標示價格0元)",反烤焦糖布丁蛋糕,34,codex,product-name-v1
02fee02d618b309b98c317af802196efca7765de910954429395df1724e788d7,0,7-11,[商品] 711 莓果風味巧克力軟餅乾,：莓果風味巧克力軟餅乾 / 35元,莓果風味巧克力軟餅乾,35,gpt-5.6-luna,product-name-v1
0321810a506757ad80a849c346802f861fc47a891bbad72b7c186272973dea23,0,全家,[商品] 全家小白鹽味飯糰,：小白鹽味飯糰/23（友善時光16還17忘了）,小白鹽味飯糰,23,gpt-5.6-luna,product-name-v1
0335f9b7ef5f08ca666a213a323461b89ae877a986a7afdb798c4dd79e1f8b15,0,7-11,[商品] 7-11文旦肉肉青茶,"：文旦肉肉青茶/80（目前嚐鮮價70）
        
(區域型商品請註明 試吃試用品請標示價格0元)",文旦肉肉青茶,70,codex,product-name-v1
0339b2002d56ce38c943320074ef20a1dce412b603ad073c69f8bea3140375c1,0,7-11,[商品] 7-11 醬燒野菇豬肉飯,：醬燒野菇豬肉飯 / 99元,醬燒野菇豬肉飯,99,gpt-5.6-luna,product-name-v1
036517be563d9f37f937249704c9c125ced4e151a407c9ac360d902bae8200fb,0,全家,[商品] 全家 抹茶QQ蛋糕捲,"：

55元 甜點兩件六九折",抹茶QQ蛋糕捲,55,codex,product-name-v1
03b7b2c2b487cbf8571f93f7ae888fd4fc81c4bd186003aa6ce396684a0d58ba,0,全家,[商品] 全家 仙仙仙草霜淇淋,"：仙仙仙草霜淇淋 49 元
        
(區域型商品請註明 試吃試用品請標示價格0元)",仙仙仙草霜淇淋,49,gpt-5.6-luna,product-name-v1
03bd203f0220fd973dfcd85683acf934b39cf08d8bbb78d10f4e84c0c53476d1,0,全家,[商品] 全家 滿滿布丁聖代杯,"：滿滿布丁聖代杯 69元
        
(區域型商品請註明 試吃試用品請標示價格0元)",滿滿布丁聖代杯,69,gpt-5.6-luna,product-name-v1
03cd6028fe2724c1d17fd71fa2aed1e4cdaccf7719fb26ccfa0b4f37d10ab097,0,7-11,[商品] 7-11 及第鮮湯/冷藏小籠湯包,"：
(區域型商品請註明 試吃試用品請標示價格0元)

及第(冷藏)小籠湯包：55元
及第鮮湯小籠湯包：55元",及第冷藏小籠湯包,55,codex,product-name-v1
03cd6028fe2724c1d17fd71fa2aed1e4cdaccf7719fb26ccfa0b4f37d10ab097,1,7-11,[商品] 7-11 及第鮮湯/冷藏小籠湯包,"：
(區域型商品請註明 試吃試用品請標示價格0元)

及第(冷藏)小籠湯包：55元
及第鮮湯小籠湯包：55元",及第鮮湯小籠湯包,55,codex,product-name-v1
04053b723b8653e7053845ee1f29f24f75ebcc764e6a1274c1f53acfbb272815,0,全家,[商品] 全家 味味A排骨雞醬香嫩雞胸,：味味A排骨雞醬香嫩雞胸/69元,味味A排骨雞醬香嫩雞胸,69,codex,product-name-v1
04636b151ff19fd78c864e319cd5ae16bb19462b5f4c519c561bfd7bc56bf35c,0,全家,[商品] 全家 梨山水蜜桃x小農牛奶霜淇淋,"：梨山水蜜桃x小農牛奶霜淇淋
買二送二$98",梨山水蜜桃x小農牛奶霜淇淋,49,gpt-5.6-luna,product-name-v1
046b01bbc9a22e01a26c4e37e7478abbcdf6fed441e7e8acc6a3cea93d33cd38,0,7-11,[商品] 7-11 爆漿燻腸辣起司飯卷,"：爆漿燻腸辣起司飯卷89元
        
(區域型商品請註明 試吃試用品請標示價格0元)",爆漿燻腸辣起司飯卷,89,gpt-5.6-luna,product-name-v1
049c389cb8c014dbdcae3959aeb82711eed747a50c33ee496c05082edf98c3b1,0,全家,[商品] 全家芒果大福,：芒果大福/42元(搭中杯以上咖啡半價),芒果大福,42,gpt-5.6-luna,product-name-v1
04a261aff31f82dfbae44ee516d410982a8cdf70ba5325224b2bf4474589c6e2,0,全家,[商品] 全家直立式發光招牌吊飾,"：直立式發光招牌吊飾
消費滿688送的",直立式發光招牌吊飾,,codex,product-name-v1
04a484ead490c3be7c2a1526b8d8a7d51f41cc048877c6f4d371a9904bf7ff4e,0,全家,[商品] 波的多-水水灶咖鳳梨酥風味洋芋片,"：
波的多-水水灶咖鳳梨酥風味洋芋片
用全家點數3000+$1元 (新品特價活動)",波的多水水灶咖鳳梨酥風味洋芋片,,gpt-5.6-luna,product-name-v1
04b1c893fa85d31e9ca1077c9bfb6bab79585e1f0abc5a753e2ffccd82245682,0,全家,[商品]  全家 菠蘿麵包,"：全家 菠蘿麵包/$35
        
(區域型商品請註明 試吃試用品請標示價格0元)",菠蘿麵包,35,gpt-5.6-luna,product-name-v1
04cb7627a4a0a269187baab5fea19443c01c04101f99e30836fe94c443b0e906,0,全家,[商品]全家 蜂蜜蘋果咖哩雞歐姆蛋飯,：蜂蜜蘋果咖哩雞歐姆蛋飯 $89,蜂蜜蘋果咖哩雞歐姆蛋飯,89,gpt-5.6-luna,product-name-v1
04f30dd4e2a424d41363cc7a5049a6579f13b9fef8e28220e69f5d3717af7142,0,7-11,[商品] 7-11 OATSIDE燕麥植物奶 小罐裝,"：
燕麥植物奶39元 / 可可燕麥植物奶45元",OATSIDE燕麥植物奶,39,gpt-5.6-luna,product-name-v1
04f30dd4e2a424d41363cc7a5049a6579f13b9fef8e28220e69f5d3717af7142,1,7-11,[商品] 7-11 OATSIDE燕麥植物奶 小罐裝,"：
燕麥植物奶39元 / 可可燕麥植物奶45元",OATSIDE可可燕麥植物奶,45,gpt-5.6-luna,product-name-v1
04f949a25a181327078f91b97316ba93174653c6d9dea5e4868315ac802b06f0,0,7-11,[商品] 7-11 QQ麻糬蛋糕卷 (Lawson那個味！),"：QQ麻糬蛋糕捲 /55元 ( i珍食36元)
        
(區域型商品請註明 試吃試用品請標示價格0元)",QQ麻糬蛋糕捲,36,gpt-5.6-luna,product-name-v1
04fd5d392a8b1b8ef70b31cd4bc92c1edbf9d32abcc5a61e3e96760751d7fb78,0,全家,[商品] 全家FMC南非國寶茶,"：南非國寶茶原價30, 第二瓶10元",南非國寶茶,20,codex,product-name-v1
0504cb08a0bab7550fb6d44560be26145200fe7a84a0245321a373ec52e416a2,0,全家,[商品] 全家 SOMA茶歐蕾法國酥,"：
SOMA茶歐蕾法國酥/50元一盒
買一送一購入",SOMA茶歐蕾法國酥,50,gpt-5.6-luna,product-name-v1
052b281634ecb2951661ac838bcf333f6eb7cddf0369aaed1d14f6f99ed7afcd,0,全家,[商品] 全家 請客樓 豆沙鍋餅,"：請客樓 豆沙鍋餅/45
        
(區域型商品請註明 試吃試用品請標示價格0元)",請客樓豆沙鍋餅,45,gpt-5.6-luna,product-name-v1
053be30e1d9d2ddbf8267d3f11c3eb58acf665b53974ba0a2a65d144282282ab,0,全家,[商品] 全家 肉球造型軟糖葡萄口味,"：
扇雀飴肉球造型軟糖葡萄口味",扇雀飴肉球造型軟糖葡萄口味,,codex,product-name-v1
05b10bb8102c202a98a7bab8e6ba5ed4a29a96692edea9967dc2e7fdd7477c58,0,全家,[商品] 全家 鮪魚起司溏心蛋三明治,：鮪魚起司溏心蛋三明治/45元,鮪魚起司溏心蛋三明治,45,gpt-5.6-luna,product-name-v1
05c596f1668f97015c6337ea613a3427ac19b21fe3c9a0c25fbd53bb0c6ac92e,0,全家,[商品] 全家芒好喝酷繽沙,：芒好喝酷繽沙$59,芒好喝酷繽沙,59,gpt-5.6-luna,product-name-v1
05cc49c89f539eacb4819553f75a2a1f9bbff85c57e4a901219c24990f14cc17,0,7-11,[商品] 7-11 原萃 鍋煮風味麥茶,：原萃鍋煮風味麥茶/$30,原萃鍋煮風味麥茶,30,codex,product-name-v1
05db004a901ab7699db751b8b3bdc367f8f907c003565b80b0c1b70b8afe00d2,0,7-11,[商品] 7-11半熟金萱,7-11半熟金萱,半熟金萱,,codex,product-name-v1
06009169f32e9601dc7b6ef52b5af052a9bf8a413f5c37cb77ea7a49741a2026,0,7-11,[商品] 日本超商 食物飲料篇 焙茶/蛋糕/義大利麵,"：もち食感ロール（チョコレートクリーム＆くるみ）
                   
Q彈食感蛋糕捲（巧克力鮮奶油&核桃）

                   432日圓",Q彈食感蛋糕捲巧克力鮮奶油核桃,432,gpt-5.6-luna,product-name-v1
060330fef50b2c652d89fcde8a44522fb00e1d7145594ed6773fafbafc89cd83,0,萊爾富,[商品] 萊爾富 鳳梨百香雙Q冰茶,"：鳳梨百香雙Q冰茶/79元（特大杯）
       (區域型商品請註明 試吃試用品請標示價格0元)",鳳梨百香雙Q冰茶,79,gpt-5.6-luna,product-name-v1
06148b4f7092208d48753c91dd8ce1dd329a13d3bca2dc96fb9eec0f54f2c97d,0,全家,[商品] 全家 維也納奶油餐包回來了,"：
  維也納奶油餐包/ 39元",維也納奶油餐包,39,gpt-5.6-luna,product-name-v1
0615edd7d1b417bb9340c35a1d35d6640d5b217bc1bfb207272ef1014e536765,0,7-11,[商品] 711 楊枝甘露,：楊枝甘露 原價85、特價75,楊枝甘露,75,gpt-5.6-luna,product-name-v1
0617e0dcc06cc22007987912436e9dd39c0a302621aecbe3b26558f30e58a549,0,7-11,[商品] 7-11 紫醉金迷塔,：紫醉金迷塔 / 原價$49 i珍食$32,紫醉金迷塔,32,gpt-5.6-luna,product-name-v1
0638e7ee005b11a2a6c294b355a7a9e0b494010a9e99101a54f0bf7a3260f9ec,0,7-11,[商品] 7-11爆漿燻腸起司飯捲/全家松露乳酪德腸飯卷,：松露乳酪德腸飯卷/49元,松露乳酪德腸飯卷,49,gpt-5.6-luna,product-name-v1
0641f6f37c3f641cf7b65b107941f82a702df2e5ed01435d8e90befb2a1d9f6d,0,全家,[商品] 全家 健司X辻利 蜂蜜海鹽抹茶雪糕,"：健司X辻利 蜂蜜海鹽抹茶雪糕 /59元
                                  全盈+支付兩件69元
        
(區域型商品請註明 試吃試用品請標示價格0元)",健司X辻利蜂蜜海鹽抹茶雪糕,35,gpt-5.6-luna,product-name-v1
064ae280efdbc79ae580a6d7273ca16cd31e488ff6051f04e7184fb2c674f09f,0,7-11,[商品] 金黃炸魚爪哇咖哩飯、喬亞雲朵拿鐵,"：
御弁當 金黃炸魚爪哇咖哩飯 89元
日本喬亞雲朵拿鐵 榛果白巧風味0元（贈品）",御弁當金黃炸魚爪哇咖哩飯,89,codex,product-name-v1
0657895ca393fb6f05d1ec1ae9798008af227a8b229801c0c21da0a734492f22,0,7-11,[商品] 7-11 極饗 香辣麻醬涼麵,"：極饗 香辣麻醬涼麵/65
        
(區域型商品請註明 試吃試用品請標示價格0元)",極饗香辣麻醬涼麵,65,gpt-5.6-luna,product-name-v1
065db7d4227f4290c1f4973f75a6503dbee9cfd7986bf7ec38004b3a3be7f384,0,7-11,[商品] 7-11香辣堅果蛋炒飯/麻油菇菇拌飯,：天素地蔬-麻油菇菇拌飯/79元,天素地蔬麻油菇菇拌飯,79,gpt-5.6-luna,product-name-v1
0681dc01f171ab3bbacf9f115cdb07851a80428f95e414734c6647d1c6749a43,0,全家,[商品] 全家 高麗菜豬肉熟水餃,：高麗菜豬肉熟水餃 49元,高麗菜豬肉熟水餃,49,gpt-5.6-luna,product-name-v1
06c8cdba0397ea1666358057843bd051f1195cf244c5179f254e6b527df13260,0,全家,[商品] 全家現烤系列鍋巴扁可頌/燻烤蝴蝶棒腿,"：鍋巴扁可頌30$/燻烤蝴蝶棒腿59$
兩件八折",鍋巴扁可頌,30,gpt-5.6-luna,product-name-v1
06c8cdba0397ea1666358057843bd051f1195cf244c5179f254e6b527df13260,1,全家,[商品] 全家現烤系列鍋巴扁可頌/燻烤蝴蝶棒腿,"：鍋巴扁可頌30$/燻烤蝴蝶棒腿59$
兩件八折",燻烤蝴蝶棒腿,59,gpt-5.6-luna,product-name-v1
06e27074f4dfa3467f41580ffb2eb3e29a8ba16a2cfd92fa11559c5e6c40a11a,0,全家,[商品] 全家 紫玉番薯不錯,：紫玉番薯 / 秤重,紫玉番薯,,codex,product-name-v1
06e2edc2d7474a8e42f3c27f08bd47f0889f3d8f764c5fed7e5be9615d072e4a,0,7-11,[商品] 小七/香蕉牛奶霜淇淋,：香蕉牛奶霜淇淋/49元,香蕉牛奶霜淇淋,49,gpt-5.6-luna,product-name-v1
06e5f8c6141c4bbb3d16728e5f40ff7def413d6e5ec529527dedf6cc20880505,0,全家,[商品] 全家 熱帶水果乳酪軟歐,：熱帶水果乳酪軟歐/45元,熱帶水果乳酪軟歐,45,gpt-5.6-luna,product-name-v1
06fe76f2a2c11d55c4af770a97525f583efea1eee0c5ca7af08bc5785604c818,0,全家,[商品] 全家 黃金海膽鮭魚卵飯糰,：黃金海膽鮭魚卵飯糰 $49,黃金海膽鮭魚卵飯糰,49,gpt-5.6-luna,product-name-v1
073e7aff1ae05d5d7d33bdbaa31f51cf9e70930d24c12f87787643dbaa5a4be6,0,全家,[商品] 全家 經典黑炫酷繽沙,"：經典黑炫酷繽沙 65元
        
(區域型商品請註明 試吃試用品請標示價格0元)",經典黑炫酷繽沙,65,gpt-5.6-luna,product-name-v1
07497d81cf7c5ab83d11837d9d155b0c07804f5c8fdd8c67bebee453538ba9f0,0,全家,[商品] 全家 emina堅果起司/草莓起司,"：
emina堅果起司/草莓起司
原價130元，可加69元加購草莓起司1盒

(區域型商品請註明 試吃試用品請標示價格0元)",emina堅果起司,130,gpt-5.6-luna,product-name-v1
0761f7b6f8671333e31bd3c4108f892f00e25437cbdf8fea826fc326a793ad3e,0,全家,[商品] 全家 蠟筆小新可可脆皮雪糕及棒棒冰,"：

之前冰品抽抽樂任兩件55折

#韓國 #蠟筆小新可可脆皮雪糕$69

#韓國 
#KakaoFrien
ds #棒棒冰
#春植水蜜桃風味冰棒$69",蠟筆小新可可脆皮雪糕,69,gpt-5.6-luna,product-name-v1
0761f7b6f8671333e31bd3c4108f892f00e25437cbdf8fea826fc326a793ad3e,1,全家,[商品] 全家 蠟筆小新可可脆皮雪糕及棒棒冰,"：

之前冰品抽抽樂任兩件55折

#韓國 #蠟筆小新可可脆皮雪糕$69

#韓國 
#KakaoFrien
ds #棒棒冰
#春植水蜜桃風味冰棒$69",春植水蜜桃風味冰棒,69,gpt-5.6-luna,product-name-v1
0762fdbb7438c2cf6ab3c478fb397b4f79ec7551b9be8b1fe39d8d36bcff49e3,0,全家,[商品] 全家 黃金起司蛋捲燒,：黃金起司蛋捲燒/55,黃金起司蛋捲燒,55,codex,product-name-v1
077a6084857b9466f839bf7a3603957167a2838c4721e8163e5bb200c55655db,0,全家,[商品] 康貝特200P EX能量飲料,：康貝特200P EX能量飲料 兩瓶特價49元,康貝特200P EX能量飲料,25,gpt-5.6-luna,product-name-v1
0793ab6fb8abb863bfe158c1960d9c3685c7756a4e0e41bba47da026651fa823,0,全家,[商品] 全家  丹麥波蘿可頌 潔淨標章,"：丹麥波蘿可頌/35
        
(區域型商品請註明 試吃試用品請標示價格0元)",丹麥波蘿可頌,35,gpt-5.6-luna,product-name-v1
079f5b68c7f02ac34e8b7deadc844f61e83ce8f8515603809c61740f5aa5a889,0,7-11,[商品] 7-11 新台味-泰式冬蔭鍋,：新台味-泰式冬蔭鍋/99元,新台味泰式冬蔭鍋,99,codex,product-name-v1
07ab71c49df7e6c6b50cc01428046d17a90f3092853b11fbd99085fc96ab6a59,0,全家,[商品] 全家 FMC馥芮白咖啡,"：FMC馥芮白咖啡 40 優惠券買一送一
        
(區域型商品請註明 試吃試用品請標示價格0元)",FMC馥芮白咖啡,40,gpt-5.6-luna,product-name-v1
07addbb5f7437e17c9f7fb2e5c9680ddde16224b068bee7459b38767f0e74b12,0,全家,[商品] 全家 德式布丁塔、可可雲朵慕斯蛋糕,"：德式布丁塔/48元；可可雲朵慕斯蛋糕/49元（任兩件69折）
        
(區域型商品請註明 試吃試用品請標示價格0元)",德式布丁塔,48,gpt-5.6-luna,product-name-v1
07addbb5f7437e17c9f7fb2e5c9680ddde16224b068bee7459b38767f0e74b12,1,全家,[商品] 全家 德式布丁塔、可可雲朵慕斯蛋糕,"：德式布丁塔/48元；可可雲朵慕斯蛋糕/49元（任兩件69折）
        
(區域型商品請註明 試吃試用品請標示價格0元)",可可雲朵慕斯蛋糕,49,gpt-5.6-luna,product-name-v1
07bb42108e0ca47a0f539d5db669cae2fddb6667a9289eed7678493e0d269e6d,0,7-11,[商品] 7-11 乖乖玉米脆條-玉米濃湯,：乖乖玉米脆條 玉米濃湯口味 / 30元,乖乖玉米脆條玉米濃湯口味,30,codex,product-name-v1
07d3dd4791091729eab7d3aef2c866c8f9d549a934185490d176ad7c1042279e,0,萊爾富,[商品]萊爾富 椒房殿麻辣滷牛肚,：麻辣滷牛肚69元,麻辣滷牛肚,69,gpt-5.6-luna,product-name-v1
07d7b056085690a70c5046aff497ded29cb7bc3a68c90cddaaad53b4e7bd8026,0,7-11,[商品] 7-11萬歲牌川霸麻辣堅果,：萬歲牌川霸麻辣堅果,萬歲牌川霸麻辣堅果,,gpt-5.6-luna,product-name-v1
07ddae43499498ef1a547f8435fee565f04716a769f907a1d8766742d976f457,0,7-11,[商品] 7-11 府城肉燥米糕飯糰,：府城肉燥米糕飯糰/59元,府城肉燥米糕飯糰,59,gpt-5.6-luna,product-name-v1
07e7f7670e52886dae442c4f7e057ea12afeadc829b00e4153091bef975cdd16,0,全家,[商品] 全家 東方美人霜淇淋,：東方美人霜淇淋 / 49元,東方美人霜淇淋,49,gpt-5.6-luna,product-name-v1
0803a4ad073c87eb47fd49480fb21e14bffe08167518d56469a42cfc3d7076e2,0,7-11,[商品] 7-11 木曜-秘製炸醬麵飯糰,：7-11 $49,木曜秘製炸醬麵飯糰,49,gpt-5.6-luna,product-name-v1
0808dd272385f3bb5c99c7b2814340c8f1336deabb7c214b21a692136d78d23b,0,全家,[商品] 紫米紅豆麻糬軟歐,"：紫米紅豆麻糬軟歐
        
(區域型商品請註明 試吃試用品請標示價格0元)",紫米紅豆麻糬軟歐,,gpt-5.6-luna,product-name-v1
082c24e779b5f1bf252c56b81f10834f3ef5ebf45e9e6a93f172aea9407d8cf1,0,全家,[商品] 全家 薄荷巧克力鬆餅,"：
        薄荷巧克力鬆餅/價格忘了",薄荷巧克力鬆餅,,gpt-5.6-luna,product-name-v1
083011ced0844f02bc5a0267a4f53d7a4164c002210b4e730abb39c43320e9cd,0,全家,[商品] 全家 明太子蟹味棒 蒜香紐奧良雞Q丸,"：
金豐盛蒜香紐奧良雞Q丸/$55",金豐盛蒜香紐奧良雞Q丸,55,gpt-5.6-luna,product-name-v1
084263854baa20dc17e24208133350beeb02e4fa4ff02f103d2861066f861dfd,0,全家,[商品] 全家 好喝奶茶,"：好喝奶茶 原價55 商品卡兌換0元

(區域型商品請註明 試吃試用品請標示價格0元)",好喝奶茶,,gpt-5.6-luna,product-name-v1
08785a9d73b9f3ab0e468567c5e3b7df887bfe5143c8a6d6103154c1215b8807,0,萊爾富,[商品] 萊爾富 TOTO小熊巧克力蛋糕,：TOTO小熊巧克力蛋糕 /10元,TOTO小熊巧克力蛋糕,10,gpt-5.6-luna,product-name-v1
