fingerprint,brand,product_name,rule_guess,category,model,prompt_version
09d2b5fce579555b3e1e3ab42b346bfe0d0660d072d7411a3c5dc40874b587c1,全家,香檸蜂蜜滿餡麵包,麵包,麵包,codex,product-category-v1
09e172e7a2437035f03210e45cb2c5dc640559f564fff05ecb7243a43031c317,7-11,永心鳳茶剝皮辣椒燉雞盅,其他,便當,codex,product-category-v1
0a15c44a3474c91aab10075b0126f6b65fca76afdcea0ed21a7dfd1bfbdb73c8,7-11,樂事榴槤洋芋片,零食,零食,codex,product-category-v1
0a1b2a1c52e8500f9e2942810ef9678ff53314a523d49fcc2310e73e8cf9919e,7-11,可口可樂xOREO版可樂,飲料,飲料,codex,product-category-v1
0a1e859f64f46102a8a4cd1e6ab24a8964f0eab6e1fa774e0e2db90d54f0a0a3,7-11,草莓牛奶煉乳牛奶霜淇淋,冰品,冰品,codex,product-category-v1
0a1fcc9efeb47fc737ee1c54478e5a82fc23795142befab609584809b876cac9,7-11,草莓巴斯克霜淇淋,冰品,冰品,codex,product-category-v1
0a212dd1550eb13c3e6a28c7c2fc1859e65153fdbef4484b8b2603c4786fa0b1,全家,焗烤起司肉醬筆尖麵,便當,便當,claude-opus-5,product-category-v1
0a7745297a1395fb7c1f045112199a99ff828b8a631c8a30b065bf6d071997ff,全家,覆盆莓巧克力,零食,零食,codex,product-category-v1
0a7c7852e1dd06f13cb15f7fc192e21d1ba91d87b6f1fa4efb34e4556f393507,7-11,味噌貢丸蛋花湯,其他,便當,codex,product-category-v1
0aded0cc7220e4bcc3a9e8161d353c1ca8c6aa54c70eee6b5378a8d531e18d48,全家,水果派對三明治,麵包,麵包,claude-opus-5,product-category-v1
0b1960d95165f589a88fc0bd654a6e64f320c39315077c63dc7805673f333f4a,7-11,史努比絨毛花束,其他,周邊,codex,product-category-v1
0b64b9c604c39edab40973ed5feff85b822f3f7a17ab912e23e38d77a538f2a1,7-11,草莓富士山形蛋糕捲,甜點,甜點,claude-opus-5,product-category-v1
0b6ce8cccd01a3b8b284e86e0aadbeaadd836d9f97a23dac4cdffd6aedbf1048,全家,柑橘乳酪巧克力貝果,麵包,麵包,codex,product-category-v1
0b86a148d02ccb8e5e6a0e2bcae5cfc4d27d010ae6fa0c55027a79db95b9a2e8,7-11,冰卡布奇諾,飲料,飲料,codex,product-category-v1
0b88a8d560d06342f31ac9d6539b741921b7b7021a2640a70a565173fecf4880,全家,宴麥森林高纖脆燕麥棒番茄羅勒起司,乳品,零食,codex,product-category-v1
0b9c22ab4c2011f4d0383975f2856012daff9bc203a5940cc19719ddb79d897e,全家,GODIVA54%黑巧克力夏威夷果仁脆粒雪糕,冰品,冰品,claude-opus-5,product-category-v1
0ba330d793cb12e0e37ddecb58f0f4ea23aea112e05a840d6eb52e87a5607085,7-11,巧克力牛奶棒,飲料,零食,codex,product-category-v1
0bebe7fd0ce2477e5cb1bd15f4dbcc9f06bf4dc6fe77bc4147cff44dcb61c9c5,全家,大飯糰椒香鮪魚,便當,便當,codex,product-category-v1
0c0f51412fca9826e39622fe4c639736b7a1c492ee2eed272a9aaef79d59ef7b,萊爾富,檸檬氣泡美式,飲料,飲料,codex,product-category-v1
0c3ed57fc16dac2486dd100242d90ff6d665108af8d0037474f1e165855f5662,7-11,豪華川辣火腿涼麵,便當,便當,codex,product-category-v1
0c48c6c97a43f593ea672e8dfdae03af3974bebeacff2ffb38001d3cb615adda,7-11,開心果馬卡龍,其他,甜點,claude-opus-5,product-category-v1
0c4de3321ea1b304d710d8c990b08fc527170e847b5f35ecdc788d71309b289e,7-11,薯條造型封口夾,鹹食,周邊,codex,product-category-v1
0c7742fe7c6f8e4cfde307392cbf50d589efc8c58b9cc966c5d5d1e5917276e1,全家,LOTTE生巧克力派法式濃巧,零食,零食,claude-opus-5,product-category-v1
0c82fe8cb00201425397f03b1c7e5c262400d70c3491fd7802f0a04930937528,全家,花生火腿蛋三明治,麵包,麵包,codex,product-category-v1
0cbc9abe6603de9ff559807ca2dc4ca2e839af5ef663643ffb3cb3c8a2f02172,全家,大成茶葉蛋白,鹹食,鹹食,codex,product-category-v1
0ce1bf5f77d1eb7eaeeebe99a09ee636ba6f352cea4c66b119da0aa57e7164c8,全家,芝麻鐵觀音鬆餅,甜點,甜點,codex,product-category-v1
0cec6efc2218b7ae4404d456e012e0638b86371c4ddd3e168b9b5fd9ab8a7146,全家,牧場直送4.0牛奶冰淇淋甜筒,冰品,冰品,claude-opus-5,product-category-v1
0cfaf0c4195f4311d1073e1679937112e0c3345b3a88c16563a34160ba406222,全家,沈早俱樂部不錯喝紅茶,飲料,飲料,codex,product-category-v1
0d052bc63d7e46e4926db0cbfaa73325aa13e92240dbc2cc868185feda467e61,全家,甘梅芭樂,飲料,其他,codex,product-category-v1
0d0dae9783f066eef348a925b79c086ead0402b2e5c96cf315648d835058ea45,全家,海底撈麻辣粉絲煲,其他,便當,codex,product-category-v1
0d3e114345683065e4e6f25b6c99137e478f18cdf77108244e4e0ce188a627d9,7-11,乖乖客美多冰與火玉米脆條,零食,零食,codex,product-category-v1
0d681ccae53f6bd1b20b8275fd52e2a6f43e4ccc9b34a0fef023f806a4097a72,全家,莓莓可可蛋糕麵包,甜點,麵包,codex,product-category-v1
0d6ef9e1138d493f1970e16073605fed4c9c6915c343f755a2eaa157e2fab080,7-11,和風葛粉八女抹茶拿鐵,飲料,飲料,codex,product-category-v1
0d96e19c928f23215e5568d02b65a1b7dcb0df749e7431202c38965ce9897295,全家,特趣焦糖夾心巧克力增量版,零食,零食,codex,product-category-v1
0da0afc999e4d9fb0f4e3cca6510fe45be3812fec84e5b4def6f7622825f841e,7-11,生乳半月燒,甜點,甜點,codex,product-category-v1
0dd8080e30cb5a4a230561ec57906a3473bbb463c6999d5698bfb3394d7dbb46,7-11,芋香肉鬆三明治,麵包,麵包,codex,product-category-v1
0dea2540bbc906315d5a0a62fcba42796a81a871b40f2197ec6d3c4ee6f1671d,全家,大冰特濃拿鐵,飲料,飲料,claude-opus-5,product-category-v1
0df9587b3d3b17873ab44818896478403cbaa86fececee2b3396fc15fc0bef8b,全家,濃蕃茄火腿蛋包飯,其他,便當,claude-opus-5,product-category-v1
0e032fb5b692c0d2091d2f3fe47435fb7584181e7a5dbcb838c36c04cffb80bd,7-11,薄荷可可麻糬,甜點,甜點,claude-opus-5,product-category-v1
0e069cf60eab9c35963aa8ea7d89f40b3d6b06e0a592e4e3339d35e902cbf2c0,7-11,微醉隨身搖曳杯組,周邊,周邊,claude-opus-5,product-category-v1
0e08b83b6de13730d65fe08f335cf598d57ef9fac6a78b69bc41e4a36c6287de,全家,百事蠟筆小新夏日歡樂箱,其他,周邊,claude-opus-5,product-category-v1
0e1257223c99f450f22e8af20094db153fb21da614859494bbeba62c3ba996cc,全家,愛恨蔥蔥麵,其他,便當,claude-opus-5,product-category-v1
0e1d25e72711bbde57462fed09db64286574a5e7e1e15e58b8d8cf2066ff6f6f,全家,檸檬塔,甜點,甜點,codex,product-category-v1
0e267ea8268e058fcca21bc4a0d67c7cefff166edb132b5711a37b267ede5f4a,全家,奶酥厚片土司,麵包,麵包,codex,product-category-v1
0e50cc7c964154d452aae3e3008e99162182e4a5bfd99a30cdd4104d5e57b2bc,7-11,芒果雪花冰芒果艾爾啤酒,飲料,飲料,codex,product-category-v1
0e5cc785dc696ae7f58aa324557620f79730c1bfe94bf8918822d398b6c411e5,7-11,炙烤魚排烏龍麵,飲料,便當,codex,product-category-v1
0e74aa8b08c52727a142875ad0dcf4a29676f2070358d957e023f2560a0c9c39,7-11,黑糖發糕,零食,甜點,codex,product-category-v1
0e80e688298e3ff08420bf81934563518f6a068c856b55c7d6abfb0ae66e2fa0,7-11,沙漠之星石榴洛神氣泡飲,飲料,飲料,claude-opus-5,product-category-v1
0f0bc1e4bd45ed4bed70a3222b5470c3553338cf3b5200f1bdbd36893c5f43a3,全家,5minx膽大黨茶包式咖啡,飲料,飲料,claude-opus-5,product-category-v1
0f1110a101001c6e866af1442221b56f0482ad9ca0f9cbd59a3be626d610511c,全家,鮪魚起司溏心蛋,乳品,鹹食,claude-opus-5,product-category-v1
0f3b923da3ca55875a2255a78029df0aec2bfdc4f8bfb160220eb0bd9502b532,7-11,冬瓜檸檬思樂冰,飲料,冰品,codex,product-category-v1
0f3e52be67c00e34f4c8fe27a0275a335e79da41f3c7f07a84567584688257f6,全家,悟家厚切排骨便當,便當,便當,codex,product-category-v1
0f6ed7fefbbfb7a73cff336f7b6b63020038b0f927d10c6b03ee12781b9df346,全家,GABA好眠乳酸飲,其他,飲料,claude-opus-5,product-category-v1
0f72d416278398c2290fceeb76129b7c6a20905c1512bbdaa4f9d2028e2f0c62,全家,西湖牛肉羹,便當,便當,codex,product-category-v1
0f78a7a58f03759e993f65799d2dbf5f72e463a7e87f03d209c73a614a35f5f9,7-11,CITYCAFE冰椪糖拿鐵第,飲料,飲料,codex,product-category-v1
0f87d6aee7e5ada0771286de7fcec9e81218b28ceab735240477ff16ac1bca3d,7-11,麥香奶茶雪糕,冰品,冰品,codex,product-category-v1
0f8cc2a11ecfd58413012fd11a58e43b1d3cea811056b5ddf538564f85ce4785,全家,BBQ韓式柚子冰茶,飲料,飲料,claude-opus-5,product-category-v1
0fab416dfaa9136c17382ce50c090a37f64b630ef01e58652e4526b4421a7e53,7-11,泰式綠咖哩雞飯,便當,便當,codex,product-category-v1
0fb3ccd9d73d9db8e12506aa2bdac8fb81e9401f9d38fc113b413e659b6861d4,7-11,鹽奶油捲,甜點,麵包,codex,product-category-v1
0fb88a60f4da5835856fbc95e967c75dd55802ebc26f98a0c44946d861d9db90,全家,多力多滋爆脆捲爆蒜濃蝦玉米捲,零食,零食,claude-opus-5,product-category-v1
0fd0fd2c72f144ffa14afad9fd3af297285bfe18b372021f232cdbe1f5a9a306,全家,西西里雞肉冷義大利麵,便當,便當,codex,product-category-v1
0fd22695b7e8c14381183cbc45b1e53b879207fda5c88955bdd71f3b6d1bc319,7-11,AB綜合莓果優酪,乳品,乳品,codex,product-category-v1
0fe2c4d131b5a6787d1bbd40d6354d8ba22b46cc64a112c39e312e878bb6ec75,全家,井村屋抹茶冰淇淋,冰品,冰品,claude-opus-5,product-category-v1
0fee1a14d7df1c201789c270d31fdf1ec87c7de960447abf84a16b21d1eb6d47,7-11,韓式Q彈球,其他,零食,codex,product-category-v1
100c732865855f9cd0bf6ed78ef33dec195a6c60102ef32c170f5195d218217d,全家,匠生土司,麵包,麵包,claude-opus-5,product-category-v1
1019edaa5dbd7eb06ea3706b446c02764c715dfbd43307521dd49e86b6b09724,全家,無敵家旨辛麵,其他,便當,claude-opus-5,product-category-v1
1039043dd0e30ba374486c11b53276b7d84db6b833bbb78ca7b7eb26def384c6,全家,塔塔醬蝦排飯糰,便當,便當,claude-opus-5,product-category-v1
10405ab5dcde2f27608699236fd67918f1970d09d90cb6505d320a4b245e2d9c,全家,元本山海苔豆腐味增湯,鹹食,便當,codex,product-category-v1
104ce5215aee7c7e0dec6352bbb5de95c2c54f630df07c414a5f2f07676d4929,全家,蜜汁火烤雞排,鹹食,鹹食,codex,product-category-v1
107a1b78ff48c2daeea84336101e6c88c1c1a4e896fd69d0d5dcac6163cfd356,7-11,心潮飯店臘味炒飯,便當,便當,codex,product-category-v1
